name,description,price,introduction,item_spec
煜咖啡 精品級濾掛式咖啡,,"['NT$138', 'NT$197']","['【黃金曼特寧】：古典獨特的厚重口感不帶酸，呈現出濃郁的甜味與濃厚的質感\n\nB【藍山風味】：精準的深度烘焙技術，口感香醇順口，略帶點果香的香醇回甘，滑順入喉的口感，贏得眾多咖啡人的推崇\nC【經典曼巴】：結合曼特寧的濃烈香氣與巴西的滑順口感，有著豐富的青草香氣，回甘持久\n\n煜咖啡與台灣咖啡界大佬攜手研製\n10克大份量精品濾掛！☕\n嚴格品管 就是要讓每一杯咖啡\n都是我們想呈現的風味！\n\n⚡ 新鮮限定✦當季咖啡豆 產地直送馬上製作\n⚡ 品質堅持✦高標審核生豆來源和特性、高技術焙炒\n⚡ 原味保證✦100% 咖啡原豆 無添加調味香料\n⚡ 頂級器材✦世界冠軍烘培曲線烘豆機\n⚡ 安心包裝✦SGS 檢驗合格日本進口不織布 🆗\n⚡ 風味保鮮✦100% 除氧充氮包裝 保持鮮度就像現磨', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_48f9ba11-fbcf-49e8-8af5-a317c9bc8727.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_3cac3a07-2834-4faf-8ac5-b57998b94365.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_1ad71990-9740-4d37-b9ee-e70d17520440.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_4fc77bc9-8a29-496e-b360-becf445c221d.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_10b75dce-195f-4cb4-8b8f-b1698af74a86.jpg']","['A.【黃金曼特寧】', 'B.【藍山風味】', 'C.【經典曼巴】']"
【QT-98】量子石墨烯能量帖,"✅專利黑科技!量子遠紅外線植入技術
✅遠紅外線 (生命光波)
✅自動發熱技術
✅創新使用石墨烯結合量子遠紅外線
✅使用環保科技材質一珪膠
✅高濃縮植萃精油
✅輕巧方便易使用","['NT$3,279', 'NT$6,000']","['專利能量植入技術，石墨烯傳導更加速，可重複使用600次', '✅專利黑科技!量子遠紅外線植入技術\n✅遠紅外線 (生命光波)\n✅自動發熱技術\n✅創新使用石墨烯結合量子遠紅外線\n✅使用環保科技材質一珪膠\n✅高濃縮植萃精油\n✅輕巧方便易使用']",[]
硅藻土防滑寵物餐墊(貓頭粉色),"防滑寵物餐墊的內嵌式圓槽讓餐碗不位移
讓毛孩吃的快樂😻😻
身為貓奴/狗僕的我們也輕鬆很多~🎉🎉","['NT$225', 'NT$323']",['讓毛孩的用餐環境變乾淨吧!💕💕\n有時候碗底沒固定的時候\n我家貓女兒就是一直往前吃乾乾\n有時候碗常常就不小心翻倒了\n不管是乾乾還是水碗，翻倒收拾超麻煩\n吃完也是要再整理\n\n防滑寵物餐墊的內嵌式圓槽讓餐碗不位移\n讓毛孩吃的快樂😻😻\n身為貓奴/狗僕的我們也輕鬆很多~🎉🎉\n '],[]
學刷牙3分鐘旋轉計時沙漏,"小朋友的牙齒健康要從小養成
不只要學刷牙的方法或姿勢
更重要的是刷牙的時間😉😉","['NT$68', 'NT$99']",['每天要面對各種食物的牙齒，可不是十幾秒就可以刷乾淨🙄\n3分鐘👍👍才是足夠好好把牙齒刷乾淨的正確時間\n\n但計時總不能每次都帶手機會超麻煩😅\n只要有這個~🎉學刷牙3分鐘旋轉計時沙漏🎉\n\n吸盤式設計讓你在浴室可以隨處放\n每次重新計時也❌無須拔下重放\n只要180度轉一下就可重新計時~😎\n\n幫助小孩學習正確刷牙的好觀念\n才能讓牙齒一直保持健康又漂亮~😁😁\n\n*影片網址：https://youtu.be/BiL6ywIwX9M'],[]
簡約百搭旅行包-粉色,"夏天快到囉! 去游泳後換下來的溼衣服, 就是需要這種乾濕分離的背包
內含獨立的拉鍊鞋袋 + 濕物主袋 + 乾物主袋😍😍
大容量~不管是去健身房運動或外出小旅行都可滿足👍👍
造型時尚且多種背法, 實用又好看, 等到夏天到了再訂就來不及囉!","['NT$314', 'NT$450']",['🍀乾濕分離技術\n🍀輕便舒適\n🍀防水防刮\n🍀旅行/運動 適合各種場合\n🍀時尚精選百搭顏色'],[]
三麗鷗便攜卡片式分裝噴霧瓶,"三麗鷗便攜卡片式分裝噴霧瓶
可裝香水、消毒水、化妝水、爽膚水
小巧便攜，在你需要時隨時都可拿起來噴一下！
放進包包裡真的超好攜帶","['NT$74', 'NT$107']",['早上整理頭髮，拿起來噴一噴\n外出消毒，隨時備在身上噴一噴\n臉部肌膚覺得乾乾的，拿起來噴一噴\n\n三麗鷗便攜卡片式分裝噴霧瓶\n可裝香水、消毒水、化妝水、爽膚水\n小巧便攜，在你需要時隨時都可拿起來噴一下！\n放進包包裡真的超好攜帶\n\n卡片型圓潤瓶身設計\n拿在手上剛剛好\n輕鬆按壓即出細膩噴霧喔！\n\n柔和明亮的色彩\n加上可愛精美的三麗鷗圖案\n看了就讓人好喜歡\n帶給你愉悅的好心情\n\n透明瓶身內部用量一目了然\n讓你隨時補充喔！\n\n小小瓶身，大大作用\n放在身上，走到哪用到哪\n讓三麗鷗陪伴你一整天\n\n還有附送小漏斗\n讓分裝更方便~\n '],[]
USB迷你手持小風扇,"讓我隨時隨地讓熱氣OUT!
USB充電超環保，到哪都可以充
充滿充好一次可使用100分鐘!!!💯💯","['NT$179', 'NT$257']",['還可以當成手機支架，只需一手掌握風扇和手機\n解放我的雙手不再ㄍ一ㄥ~\n讓我專心跑遊戲活動任務、享受追劇的快樂\n徐徐涼風超~ENJOY的啦~👍\n\n6個強力矽膠吸盤，下盤穩穩der，不怕掉!!🎉🎉\n你還很累的捧著手機嗎?來試試這款吧~🌟🌟'],[]
可折疊兒童專用蚊帳,"蚊子好多，叮的寶寶滿身是包，看了就好心疼
別控心，讓寶寶安心睡覺的神器來囉!🚔🚔","['NT$115', 'NT$165']",['POINT\n✨易開合一秒折疊設計，收納超方便\n✨骨架緊貼床面和細密蚊帳孔，防止蚊子飛進去，不吵寶寶的睡眠\n✨到U形設計，空間更大更舒適\n✨骨架堅固，不怕倒塌\n\n🏍🏍加密網眼，可有效阻擋蚊蟲子跑進去\n讓孩子隔離外界蚊蟲的干擾，保有自己的空間，從中得到安全感🥝🥝'],[]
HDPE分裝噴瓶100ml(單瓶),"✔️隨身攜帶滅菌必備用品，保護小孩的安全

不要再問可不可，裝酒精的問題囉.寶貝可以裝的👌👌","['NT$14', 'NT$39']",['台灣現在噴罐真的很難買ㄟ.光有酒精跟次氯酸水\n\n但是沒有瓶子......\n\n別說是 可耐酸鹼、還附噴頭的瓶子真的非常非常難買\n\n價格也不斷的飆漲中↗️↗️↗️\n\n有了小瓶子 隨時可以分裝不怕一起抗菌大作戰家中有老人家跟小寶貝的居家清潔消毒決對不要忽視\n\n勤洗手使用噴霧.這時候就非常重要囉💦\n\n✔️隨身攜帶滅菌必備用品，保護小孩的安全\n\n不要再問可不可，裝酒精的問題囉.寶貝可以裝的👌👌\n '],[]
高分子石墨烯730鹹牙膏120g/條,"❤️台灣原料，高分子石墨烯，不含重金屬，台灣生產製造，品質有保障，菌種檢測有效》99.9%❤️

⭐️有效抗菌
⭐️強化口腔健康
⭐️維持清新口氣
⭐️預防口臭及牙齦出血⭐️降低牙周病發生率
⭐️去除牙垢及牙菌斑","['NT$398', 'NT$420']",['一年365天，一天2次，730天天照護您。\n\n💥商品特色:\n👉採用台灣高分子石墨烯搭配鹽味配方，成份洗感溫和，無顆粒。\n👉三不含保證: 不含氟、不含三氯沙、不含二甘醇，使用安心。\n👉有效減菌＞99.9%。\n👉維持清新口氣，去除牙垢及牙菌斑。\n👉潔淨牙齒，強化口腔健康，，預防口腔異味及降低牙周病發生率。\n\n用法:每天使用2次以上，並配合正確刷牙習慣，效果更佳。'],[]
韓版糖果色小花髮夾,"清新亮麗少女風髮飾🤩🤩
韓版設計就是超好看!
糖果色粉嫩嫩","['NT$37', 'NT$54']","['💞💞小花髮夾清新亮麗\n長夾短夾一起購入搭配\n好看又可愛喔~\n讓你今夏可愛又迷人永遠做個小女孩👱\u200d♀👱\u200d♀\n大人小孩都能萌搭搭,一定要入手']",[]
台灣荷康雙人金牌Court 1 IN紀念款10入裝,"超強的決勝點 口罩😷
歡喜世界看見台灣🇹🇼
應該全台都一起歡呼了吧～

太強了‼羽球男雙金牌啦‼
老天爺再度給我們聖筊啦！！
台灣在東奧的第二面金牌入袋！
紀念款口罩10入裝","['NT$178', 'NT$256']",['注意⚠️ 兒童有白邊唷\n✅BFE> 99.9％，PFE> 99%（TTRI標準）\n✅有效阻擋細菌，體液，飛沫，灰塵，花粉，懸浮微粒等\n✅有效過濾如金黃色葡萄球菌等細菌🦠\n✅不含螢光劑，安全無毒\n🈶通過台灣CNS14774標準認證\n🈶通過ISO認證-ISO900 1：2008\n🈶符合TTRL紡織檢驗合格\n🈶通過台灣醫療器材及製造業藥商許可證\n🈶製造廠榮獲GMP醫療器材認可有齊各類證書，合乎台灣安全標準'],"['兒童', '成人']"
白人牙膏全效護理漱口水超值限量組,"常保口腔健康保健很重要
口齒乾淨了，整個人就健康了！💪
💕保護牙齒 💕有效亮白 💕天然薄荷
讓口氣清新一整天
晚上早上依舊清新","['NT$427', 'NT$611']",['把握機會 把握機會～\n限量下殺🔥不買你就落伍了‼‼\n常保口腔健康保健很重要\n口齒乾淨了，整個人就健康了！💪\n💕保護牙齒 💕有效亮白 💕天然薄荷\n讓口氣清新一整天\n晚上早上依舊清新\n\n刷牙後再用用漱口水是必須要的❤️\n超值套給你牙刷、牙膏、漱口水\n💖白人全效護理漱口水550mlx4\n💖白人牙膏30gx4\n💖白人超軟牙刷x4\n一次擁有 超值限量必買!\n享受美食同時也能維持健康口腔\n\n天天早中晚都要刷牙的你\n重視牙齒保健 口氣清新多效護理\n❌拒絕口臭、牙痛、泛黃等問題❌\n\n推薦使用✨白人雙氟+雙鈣牙膏\n4大成分幫助預防口腔問題\n替你好好清潔呵護口腔\n每天都能擁有清新好口氣\n\n推薦使用✨全新升級白人超軟牙刷\n✅增量刷毛纖細柔軟\n💕深入潔齒💕防滑💕呵護牙齦\n👉特殊柔絲植毛\n👉柔絲磨尖刷毛\n👉工學輕巧防滑握柄\n\n推薦使用✨全效護理白人漱口水\n雙重防護配方💕葡萄糖酸氯已定💕\n✅預防齲齒\n✅強化琺瑯質\n✅去除口腔異味\n\n(*需搭配正確刷牙習慣)\n\n把牙齒口腔照顧好讓自己也開心🥳\n真的超值到不買對不起自己'],[]
鍋寶超真空保溫杯320CC(附濾網),"超真空斷熱，保冰又保熱
大廣口設計，冰塊也可放入
附茶葉瀘網，使用最方便","['NT$128', 'NT$184']",['◆超真空斷熱不鏽鋼材質，長效保冰、保熱\n採用超真空高級不鏽鋼材質，不易磨損、不氧化、不鏽蝕，清洗容易，最適合冬季保溫，夏季保冷各式飲品，一年四季天天都好用。\n\n◆密封式大廣口設計，冰塊也可放入\n密封式大廣口設計，加放冰塊、水果輕而易舉，飲品不易外溢且耐冰塊撞擊，騎車、外出使用最便利。\n\n◆真空瓶身，盛裝冰飲不冒汗\n真空瓶身設計，即使盛裝冰塊，瓶身也不冒汗，不會弄溼衣物名貴包包，不擔心冰水變熱水，隨身\n使用更方便。\n\n◆附茶葉濾網裝置，使用最方便\n杯內附茶葉濾網裝置，方便沖泡茶飲，完整保存飲品口感。\n\n◆亮麗輕巧的時尚外形，便利隨身攜帶，居家\n辦公、外出使用皆適合超輕巧設計，整體質感佳，握感舒適，外型美觀，質輕耐用，小朋友、女性們使用最合適!不論居家、辦公使用或外出郊遊旅行，使用最便利。\n '],"['A 藍色', 'B 紅色']"
懶人穿襪輔助神器,"穿襪也有神器喔!
專為無法用力彎腰的人群設計
出這款穿襪輔助神器

只要套好襪子腳丫伸入即可穿襪👍","['NT$66', 'NT$96']",['乖乖個隆地東阿~這咪厲害~\n係哩~無法彎腰就已經超痛苦了\n像是孕婦、動過腰部手術、年長者最適用，\n普通人也可以用~💕💕\n\n讓穿襪不再麻煩~🎉🎉\n\n🌠懶人穿襪輔助神器🌠'],[]
LEBELAGE積雪草吸油定妝蜜粉5g(單個),"🌞老話一句 妝容出油斑駁 卡粉土石流都是因為沒定妝
《 不化妝 簡單只撲蜜粉 也能打造無瑕陶瓷肌 》
🚀輕巧方便好攜帶 放在包包完全不佔空間 超級推薦

💪這是一顆「不簡單的蜜粉 」
❤️在韓國好評如潮 堪稱國民蜜粉","['NT$108', 'NT$125']",['💡肌膚自帶美顏燈 底妝瞬間完美柔焦 \n💎能改善暗沉膚色，使妝感光澤透亮\n\n吸附粉底液裡的多餘油脂，減少肌膚出油、延長妝容的持久度，避免脫妝👍\n🔆蜜粉中含有LEBELAGE 獨家「聚光複合物」\n能折射環境中的陽光、電燈等光線 不著痕跡的隱藏細紋、毛孔\n讓臉色看起來透亮有神。即使到了下午臉部開始出油，妝容也依然透亮不黯沉\n\n💧配方還添加了積雪草 促進膠原蛋白再生 為肌膚提升澎潤度 還能綻放年輕感❤️\n🔺蜜粉妝感較輕薄，能夠達到自然裸妝最佳效果～'],[]
隨身空調冰涼頸掛式降溫圈,"天氣炎熱，運動體力消耗難受
氣溫高，熱到讓人受不了
炎熱中暑，外出是一種折磨
熱死了，脾氣容易暴躁
炎炎夏日讓人受不少罪

解暑冰涼頸掛式降溫圈
均勻散熱，一戴就涼
從而緩解炎熱，給你清爽一整夏","['NT$35', 'NT$99']",['佩戴方便，不易掉落\n戴在脖子上，走到哪涼到哪\n是您的隨身空調❄️❄️❄️\n\n讓你在炎熱夏天\n也不怕熱到受不了\n外出購物買菜也好用\n\n戶外運動、騎腳踏車、開車、工作時\n戴上這個冰涼頸掛式降溫圈\n做什麼事都不再為炎熱煩躁\n讓炎熱夏日從此冰爽透心涼吧!!!!\n '],[]
Queen Yu還原黑髮防落髮洗髮精 1000ml,"🌿想擁有烏黑亮麗的秀髮嗎？
不想再為掉髮煩惱嗎？
因為些許白髮而常常去染髮嗎?
擔心染髮劑造成的傷害嗎?
我們特別為你帶來了全新的秘密武器，
讓你的頭髮重新煥發活力，
不再為白髮和掉髮煩惱！","['NT$398~NT$2,213', 'NT$398', 'NT$2,213']",['🌈自然還原，告別人工染髮的困擾，\n讓你的髮色自然變回原本的色澤，不再做染髮的奴隸！🙅\u200d♂️\n 🍃非染髮劑，我們的產品溫和無刺激，\n不傷害你的頭皮和頭髮，讓你的護髮體驗更加舒適！\n\n🌿 植物萃取，為秀髮補充充足的營養\n🖤黑芝麻提取物：賦予頭髮烏黑光澤，讓你的秀髮散發出健康的光芒！✨ \n🍇黑桑葚提取物：幫助頭髮烏黑、健康，可以預防白髮、脫髮🌟 \n🍄黑松露提取物：打造亮麗髮絲，強韌髮根，防止掉髮💫 \n🌿黑茴香籽提取物：促進頭髮生長，光澤秀髮，柔順髮絲，抑制脫髮💁\u200d♀️ \n🍒黑櫻桃果提取物：為頭髮注入豐富的營養，防脫髮，強健毛囊🍒 \n🍇桑葚樹皮提取物：讓秀髮烏黑有光澤，讓你的秀髮更加健康！🌿 \n🍵綠茶提取物：增加提供營養素輸送，激活毛囊，促進頭髮生長\n\n不僅僅是老年人，年輕人也可能面臨白髮的問題\n然而隨著年齡增長，或是因為遺傳、壓力、營養失衡或疾病等因素導致白髮生成'],"['1罐', '3罐', '6罐']"
植萃清香便攜式花瓣皂紙(3盒),"小巧設計 隨身攜帶
比手掌還小，外出隨時洗手超方便","['NT$35', 'NT$51']",['洗手四重奏 乾淨衛生又健康\n1.取出皂紙\n2.皂紙沾濕\n3.雙手搓揉出泡\n4.用清水沖洗\n\n濃縮配方 洗淨無慮\n一片即可徹底洗淨雙手\n\n輕薄如紙 遇水即溶\n清洗不留渣，不會造成堵塞\n\n綠色-茉莉香\n淡雅芬芳、清新自然\n\n黃色-檸檬甜\n溫和浪漫、指間留香\n\n粉色-玫瑰花\n氣味清香、舒爽怡人\n\n花瓣皂紙搓揉起泡，洗淨雙手超簡單'],[]
ST雞仔牌保暖20小時手握式暖手寶10入(單袋),"✅日本原裝進口
✅長時間保持穩定溫度的手握暖暖包
✅由於採用柔軟的無紡布，觸感良好，隨時隨地都適用
✅保溫時間長達 20 小時
✅平均溫度 53 ℃ 最高溫度 66 ℃","['NT$89', 'NT$129']","['🌟產地：日本\n🌟使用方法：\n溫暖可持續 20 hr\n柔軟的材質，外帶出門也不會顯得笨重!!\n舒服材質，推薦用於外出使用\n\n✓日本原裝進口\n✓長時間保持穩定溫度的手握暖暖包\n✓由於採用柔軟的無紡布，觸感良好\n✓保溫時間長達 20 小時\n✓平均溫度 53 ℃ 最高溫度 66 ℃\n\n使用方法：\n●使用前，從袋子中取出暖身器，然後將其包在口袋或布中。想馬上暖和使用時或溫度下降時，請輕輕搖晃。\n●避免陽光直射，存放於陰涼處。\n●放在兒童接觸不到的地方\n\n圖上有""貼""字--> 是指非貼式\n\n●使用前，從袋子中取出暖身器，然後將其包在口袋或布中。想馬上暖和使用時或溫度下降時，請輕輕搖晃。\n●避免陽光直射，存放於陰涼處。']",[]
多功能多段式彈力帶,"冬天是讓人會一直想吃東西的季節
現貨到100個讓大家在家就可以拉伸動一下
就不怕吃太多喔","['NT$48', 'NT$59']","['多功能多段式彈力帶\n\n體能訓練輔助彈力帶\n輔助您鍛鍊身體姿態\n帶上數字可依據自身需求\n調整鍛鍊力道與長度\n彈力帶拉伸最長可達230cm\n來自英國的塑型法幫助您改善肌力\n身體活動能力和身體靈活動\n受到國際舞者的推崇\n擁有一條彈力帶隨時幫助你進行\n耐力、速度、平衡度、協調性、敏捷度..等\n多種身體鍛鍊!', '[圖片] https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png', '[圖片] https://static.xx.fbcdn.net/images/emoji.php/v9/t24/1/16/1f938_200d_2640.png', '[圖片] https://static.xx.fbcdn.net/images/emoji.php/v9/t24/1/16/1f938_200d_2640.png', '[圖片] https://static.xx.fbcdn.net/images/emoji.php/v9/td3/1/16/1f9d8_200d_2640.png', '[圖片] https://static.xx.fbcdn.net/images/emoji.php/v9/td3/1/16/1f9d8_200d_2640.png']",[]
